iter	MultiClass
167	0.3721955595
168	0.3717880544
169	0.3711830307
170	0.3708868653
171	0.3704770432
172	0.3698429672
173	0.3691957838
174	0.3686715531
175	0.3681785272
176	0.3673501401
177	0.3668863209
178	0.3664370699
179	0.3660187379
180	0.3656031265
181	0.3651622309
182	0.3648098742
183	0.3644887358
184	0.364099749
185	0.3637994926
186	0.3634557028
187	0.3628885598
188	0.3625866719
189	0.3620774446
190	0.3616290024
191	0.3614255216
192	0.360885272
193	0.3605639486
194	0.3602581094
195	0.3597601653
196	0.3593945042
197	0.3591413509
198	0.3586894525
199	0.3582168956
200	0.3573986768
201	0.356923837
202	0.3565553931
203	0.3563942304
204	0.3559446992
205	0.3557131527
206	0.3552466375
207	0.3549276807
208	0.354240201
209	0.3537771791
210	0.3531726017
211	0.3529413933
212	0.3526933273
213	0.3522535979
214	0.3517737606
215	0.3515335484
216	0.3512497164
217	0.3506748905
218	0.3502848604
219	0.3498961609
220	0.349645189
221	0.3494365734
222	0.3485969748
223	0.3480556653
224	0.347582109
225	0.3470856048
226	0.3467817142
227	0.3464471996
228	0.3461413586
229	0.345512389
230	0.3449047238
231	0.3446620368
232	0.3444206986
233	0.3438872042
234	0.343542251
235	0.3430539503
236	0.3428017861
237	0.3424563726
238	0.342150731
239	0.3417440871
240	0.3414505701
241	0.3408483425
242	0.3405547689
243	0.3399439261
244	0.3393686353
245	0.3389328833
246	0.3383729438
247	0.3380609058
248	0.3377505964
249	0.3373061268
250	0.3369540794
251	0.3366303552
252	0.3363825815
253	0.3359854927
254	0.3357369738
255	0.335004717
256	0.3347624375
257	0.3343936427
258	0.3340385663
259	0.3336543324
260	0.333066153
261	0.3327376862
262	0.3324054544
263	0.3321201192
264	0.3317558206
265	0.3314441279
266	0.3311019978
267	0.3305748967
268	0.3302619086
269	0.3300276838
270	0.32974105
271	0.329316059
272	0.3289935291
273	0.3287528266
274	0.3282596421
275	0.3279062472
276	0.3276218683
277	0.327296454
278	0.3269466698
279	0.326758985
280	0.3262981016
281	0.3257517817
282	0.325553585
283	0.3252002839
284	0.3248814611
285	0.3244914212
286	0.3241198995
287	0.3235780158
288	0.3233294188
289	0.3228219761
290	0.3225902378
291	0.3223192673
292	0.3218786001
293	0.3216892677
294	0.3215012612
295	0.3210361271
296	0.3207486316
297	0.3203083484
298	0.3200331209
299	0.3197904902
300	0.3194788411
301	0.3190761073
302	0.3187912368
303	0.3183761808
304	0.3181101712
305	0.3178914269
306	0.3175170565
307	0.3172650769
308	0.3169645453
309	0.3166322115
310	0.3163513097
311	0.3158316948
312	0.3155760833
313	0.315370912
314	0.3149891435
315	0.3146310954
316	0.3141448816
317	0.3137327264
318	0.3133938045
319	0.3131659924
320	0.3127508065
321	0.3124632891
322	0.3120069303
323	0.3117445072
324	0.3115579466
325	0.3112659932
326	0.310944214
327	0.3105563003
328	0.3103244833
329	0.3100636121
330	0.3097392276
331	0.309389839
332	0.3090943076
333	0.3085956025
334	0.3083558525
335	0.3080127687
336	0.3077086046
337	0.307076961
338	0.3066229805
339	0.3064503674
340	0.3060948523
341	0.3058339888
342	0.305436311
343	0.3050431472
344	0.3047748458
345	0.3044281674
346	0.3041731873
347	0.3038409326
348	0.3036613723
349	0.3034176039
350	0.30324487
351	0.3029985183
352	0.3026160767
353	0.3024236457
354	0.3020617773
355	0.3016931647
356	0.301260846
357	0.3009200483
358	0.3007586629
359	0.3005417583
360	0.300288728
361	0.3000068579
362	0.2994955317
363	0.2991363768
364	0.298790967
365	0.29847529
366	0.2982923118
367	0.2981365382
368	0.2976531727
369	0.2972597136
370	0.2970044683
371	0.2967184402
372	0.2964922926
373	0.2959267449
374	0.2956106929
375	0.2952036345
376	0.2949153662
377	0.2948131885
378	0.2945257565
379	0.294255981
380	0.2940232163
381	0.2938168606
382	0.2935771314
383	0.2931929035
384	0.2929370804
385	0.2925824854
386	0.2924671282
387	0.2920490288
388	0.2916952397
389	0.291515196
390	0.2911385373
391	0.2909065118
392	0.2907444892
393	0.2903310348
394	0.2900550537
395	0.2899061522
396	0.2895911941
397	0.2891454938
398	0.2890174639
399	0.2888095232
400	0.2885044582
401	0.2881975268
402	0.2877735028
403	0.2875253292
404	0.2872226048
405	0.286849474
406	0.2866039921
407	0.2864784069
408	0.2863394837
409	0.2860434573
410	0.2858874558
411	0.2857119329
412	0.2854225501
413	0.2851102063
414	0.2848201322
415	0.2844613517
416	0.2842647112
417	0.2839221584
418	0.2837796489
419	0.2835711066
420	0.2834210614
421	0.2832419217
422	0.2829172189
423	0.2826342653
424	0.2823612007
425	0.2819298545
426	0.281738727
427	0.2814266741
428	0.2813224043
429	0.2810809942
430	0.2808643627
431	0.2806571492
432	0.2803644031
433	0.2801732393
434	0.2799669718
435	0.2794743531
436	0.279183586
437	0.2790107979
438	0.2785783696
439	0.278387736
440	0.2777276561
441	0.2774910985
442	0.2772449602
443	0.27686719
444	0.2765359789
445	0.276263114
446	0.2760076607
447	0.2755423409
448	0.2750588291
449	0.2747952803
450	0.2744699074
451	0.2741073441
452	0.2738077326
453	0.2736110514
454	0.2733217615
455	0.2731499886
456	0.272883938
457	0.2727041238
458	0.2721427227
459	0.2718619309
460	0.271596549
461	0.27134583
462	0.2711000435
463	0.2708416005
464	0.2704752459
465	0.2702164285
466	0.269924562
467	0.2696108639
468	0.2694644305
469	0.2693026654
470	0.2689997753
471	0.2688175678
472	0.2686635763
473	0.2682565099
474	0.2678204944
475	0.267627268
476	0.2673371909
477	0.2670968125
478	0.2669347921
479	0.2666390085
480	0.2661065756
481	0.2659716718
482	0.2657258565
483	0.2654556601
484	0.265254759
485	0.2650845211
486	0.2649815721
487	0.2648848828
488	0.2646193697
489	0.2644587103
490	0.264140266
491	0.2638133477
492	0.2635528981
493	0.2633404989
494	0.2631578268
495	0.2629194908
496	0.2626823784
497	0.2623895219
498	0.2619779938
499	0.2617588652
500	0.2615289065
501	0.2613209305
502	0.2611539123
503	0.261045259
504	0.2608748939
505	0.2607939899
506	0.2605615003
507	0.2604049775
508	0.2601667911
509	0.259938727
510	0.259578257
511	0.2593634926
512	0.2590631882
513	0.2589264273
514	0.2586783268
515	0.2585067917
516	0.2583316075
517	0.2580177651
518	0.2575399394
519	0.2573640976
520	0.2570796727
521	0.2568621386
522	0.2566596376
523	0.2563705729
524	0.2561091834
525	0.2558503392
526	0.2557580142
527	0.2555461045
528	0.2553514475
529	0.255087132
530	0.2549013066
531	0.2546883953
532	0.254390693
533	0.2540994464
534	0.2539357523
535	0.2538848844
536	0.2537545053
537	0.2536078355
538	0.2533492408
539	0.253096219
540	0.25291095
541	0.2526132233
542	0.2522957954
543	0.2521321731
544	0.2518600841
545	0.251580793
546	0.2514337194
547	0.2513325074
548	0.2512435931
549	0.2509726631
550	0.2507472871
551	0.2504819807
552	0.2502899814
553	0.2500811032
554	0.2497367786
555	0.2494823726
556	0.2493062061
557	0.2491944238
558	0.2490485218
559	0.2486819145
560	0.2483941296
561	0.2481562392
562	0.24796129
563	0.2477539646
564	0.2475233175
565	0.247364204
566	0.2472219462
567	0.2470155864
568	0.2466813797
569	0.2464323418
570	0.2461425239
571	0.2458786517
572	0.2457954368
573	0.2454943162
574	0.2452885002
575	0.2450827948
576	0.2448243565
577	0.2446014924
578	0.2443828964
579	0.2441187767
580	0.2438662982
581	0.2437457674
582	0.2433044416
583	0.2428639952
584	0.2427163402
585	0.2425833624
586	0.242284309
587	0.2420456945
588	0.2419091144
589	0.2417004038
590	0.2414848723
591	0.2412980169
592	0.2411405709
593	0.2408464823
594	0.2407489923
595	0.2405388723
596	0.2403971401
597	0.2400249358
598	0.2398787554
599	0.2397656172
600	0.2394314945
601	0.2392736097
602	0.2391366486
603	0.2390558088
604	0.2388766806
605	0.2385846444
606	0.2383250271
607	0.2380590917
608	0.2379263896
609	0.237820064
610	0.2376336567
611	0.2373734069
612	0.2371151318
613	0.2368580163
614	0.2366933658
615	0.2363562164
616	0.2359970989
617	0.2358032731
618	0.2357264361
619	0.2354553112
620	0.2352582489
621	0.2350198235
622	0.2348763081
623	0.2346897115
624	0.2343760946
625	0.2341703328
626	0.2339679006
627	0.2337954277
628	0.2336211644
629	0.2333151337
630	0.2330887653
631	0.23295851
632	0.2327271559
633	0.2325290239
634	0.232369854
635	0.2322146007
636	0.2319729641
637	0.2319076353
638	0.2316922237
639	0.2315710794
640	0.2314843925
641	0.2313877264
642	0.2311632386
643	0.2308627682
644	0.2306384456
645	0.2303125288
646	0.2300271218
647	0.2298813662
648	0.2296921451
649	0.2294851404
650	0.2293755611
651	0.2290329946
652	0.2288897995
653	0.2286456871
654	0.2283031458
655	0.2281948522
656	0.2280767093
657	0.2278535943
658	0.2275872987
659	0.2273866429
660	0.2271853739
661	0.2271379138
662	0.2269976211
663	0.2267846224
664	0.226641319
665	0.2264442415
666	0.2262393331
667	0.2259842423
668	0.2257847974
669	0.2256068199
670	0.2254784789
671	0.2253033848
672	0.2251946088
673	0.2249854582
674	0.2246959382
675	0.2244361988
676	0.2243940417
677	0.2240976496
678	0.2239767921
679	0.2238118752
680	0.2235923386
681	0.2234104217
682	0.2231260216
683	0.2230199896
684	0.2227635262
685	0.2225400694
686	0.2224112788
687	0.2221771714
688	0.2220347387
689	0.2217594085
690	0.2214145653
691	0.2213668216
692	0.2212170164
693	0.2210998234
694	0.2208657053
695	0.2206612735
696	0.2205448716
697	0.2204703343
698	0.2201818763
699	0.2199921265
700	0.2197516056
701	0.2195652216
702	0.2193566085
703	0.2189737808
704	0.2187604492
705	0.2184515238
706	0.2183332781
707	0.2181611874
708	0.217915279
709	0.2176427472
710	0.2174644327
711	0.2172304456
712	0.217094064
713	0.2169269614
714	0.2167339596
715	0.2166283754
716	0.216491095
717	0.2163841344
718	0.216314473
719	0.2161871485
720	0.2160382786
721	0.215750853
722	0.2154448625
723	0.2152827395
724	0.2149984644
725	0.2148696134
726	0.2147097647
727	0.2145521703
728	0.2143035559
729	0.2142045844
730	0.2139452217
731	0.2138623902
732	0.2137220788
733	0.2134036234
734	0.2133027901
735	0.2131757273
736	0.2130535804
737	0.2129348095
738	0.2127763667
739	0.2126056306
740	0.2123524149
741	0.2120540135
742	0.2117536079
743	0.2116122999
744	0.211322873
745	0.2110258367
746	0.2107853419
747	0.2106737091
748	0.2104511597
749	0.210167766
750	0.2100237497
751	0.2097440057
752	0.2096638825
753	0.2094944682
754	0.2093989635
755	0.209287016
756	0.2091705569
757	0.2091005716
758	0.2089420334
759	0.208727979
760	0.2085334024
761	0.2083973661
762	0.2082357349
763	0.208100517
764	0.2080223361
765	0.2078844375
766	0.207671933
767	0.2075581592
768	0.2073917143
769	0.207306229
770	0.207166709
771	0.2070460483
772	0.2069057521
773	0.2067819673
774	0.2065821801
775	0.2064264896
776	0.2062112242
777	0.2060097661
778	0.2058155518
779	0.2056041452
780	0.2054226157
781	0.2053161101
782	0.2051857806
783	0.2050607559
784	0.2049407434
785	0.2046700129
786	0.2044169051
787	0.204120647
788	0.2040036492
789	0.2037402962
790	0.2036344846
791	0.2034679128
792	0.2033647539
793	0.2031763249
794	0.20291538
795	0.2027434633
796	0.2026087645
797	0.2024239677
798	0.2022777744
799	0.2021017877
800	0.2017682168
801	0.2016032902
802	0.2014478749
803	0.2011697206
804	0.201006387
805	0.2007901012
806	0.2005692576
807	0.2004642477
808	0.2003225144
809	0.2001072361
810	0.1998538508
811	0.1997428209
812	0.1996274154
813	0.1994191852
814	0.1992700448
815	0.1991416982
816	0.1990191316
817	0.1988250403
818	0.1986054223
819	0.1984880107
820	0.1983298393
821	0.1981534842
822	0.1979342307
823	0.1978306003
824	0.1977278666
825	0.1975963653
826	0.1973944125
827	0.1973153292
828	0.1970821592
829	0.1969847284
830	0.1968331404
831	0.1966718441
832	0.1965412115
833	0.1964476308
834	0.1962988687
835	0.1959724469
836	0.1958682938
837	0.1957515806
838	0.1955988591
839	0.195420444
840	0.1952553757
841	0.1951574592
842	0.1950769291
843	0.194877202
844	0.1947111805
845	0.1945820323
846	0.1945212252
847	0.1943662273
848	0.1942086388
849	0.1941146981
850	0.1939048743
851	0.1936490764
852	0.1934991389
853	0.193248528
854	0.1931483338
855	0.1929759226
856	0.1928134546
857	0.1925993158
858	0.1924560359
859	0.1923481954
860	0.1921132101
861	0.192002933
862	0.1918579581
863	0.1917214396
864	0.1915482362
865	0.1913890272
866	0.1911444524
867	0.191020165
868	0.1908959268
869	0.1907293672
870	0.1903687014
871	0.1902731234
872	0.1901365289
873	0.1899246266
874	0.1896251607
875	0.1894777939
876	0.1892761374
877	0.1890828022
878	0.1890261598
879	0.188890408
880	0.1888319444
881	0.1887155832
882	0.1885965525
883	0.1884103132
884	0.1883476849
885	0.188281662
886	0.1880823761
887	0.187988957
888	0.1878873765
889	0.1876666338
890	0.1875667875
891	0.187414472
892	0.1872437244
893	0.1870450632
894	0.18687153
895	0.1865903514
896	0.1863370001
897	0.1861734856
898	0.1860279068
899	0.185790263
900	0.1856426579
901	0.1855395492
902	0.1854025441
903	0.1851938638
904	0.1851062779
905	0.1849719889
906	0.1848443662
907	0.1846221499
908	0.1844032137
909	0.1843269864
910	0.1841357814
911	0.184016863
912	0.1837977926
913	0.1836816837
914	0.1835926992
915	0.1834868634
916	0.1833964484
917	0.1833214869
918	0.1831300083
919	0.1829826615
920	0.1829115109
921	0.1827922706
922	0.1826584039
923	0.1825554206
924	0.1824235944
925	0.1823924376
926	0.1822274971
927	0.181954772
928	0.1817664601
929	0.1816739951
930	0.1814851336
931	0.1814416539
932	0.1812423603
933	0.1811233313
934	0.180969207
935	0.1808621561
936	0.1807247502
937	0.1806221714
938	0.1805133768
939	0.1804202049
940	0.1802117504
941	0.1801443625
942	0.1800331287
943	0.1799388476
944	0.1797777641
945	0.1797225286
946	0.1794416272
947	0.1792948542
948	0.1791408364
949	0.1789994499
950	0.1788591278
951	0.1787911609
952	0.1785248004
953	0.1783518416
954	0.1781772407
955	0.1780848047
956	0.1779687628
957	0.1778578732
958	0.1776840032
959	0.1776022791
960	0.1773901384
961	0.17719372
962	0.177106035
963	0.1769486538
964	0.1768763321
965	0.1768091888
966	0.1765854795
967	0.1764512219
968	0.1763120081
969	0.1761732385
970	0.1761172701
971	0.1760026563
972	0.1757238526
973	0.1756534642
974	0.1755727308
975	0.1754486048
976	0.1753516059
977	0.1752679578
978	0.1751191341
979	0.1749806011
980	0.1746760188
981	0.1745970496
982	0.1744703605
983	0.1743512656
984	0.1742589968
985	0.1740145461
986	0.1738426637
987	0.1736589188
988	0.1735653333
989	0.1734644245
990	0.173267602
991	0.1730764522
992	0.1730261261
993	0.172901681
994	0.172729486
995	0.1725099999
996	0.1724329062
997	0.1723440505
998	0.1722407036
999	0.1721242049
